Date and Time: 2025-11-18 11:33:05
Approximate Polling Time: 100 ms
Comments: Period = 30
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
0,-6.93,-3.733,31.88937,32.23123,32.45874,32.54272,32.3587,32.2468,32.24225,32.18536
0.074754953,-6.917,-3.724,31.86624,32.21747,32.44577,32.54034,32.35559,32.24869,32.24194,32.19318
0.151499987,-6.895,-3.716,31.83856,32.19504,32.43585,32.52887,32.35287,32.24646,32.24805,32.19336
0.226253033,-6.88,-3.706,31.81915,32.18069,32.42508,32.52402,32.35004,32.24863,32.24786,32.19708
0.30399394,-6.853,-3.696,31.78723,32.15692,32.41177,32.51703,32.34671,32.24789,32.2493,32.20087
0.378746986,-6.835,-3.683,31.76578,32.14368,32.39893,32.51309,32.34302,32.24872,32.25021,32.20355
0.454494953,-6.805,-3.673,31.73993,32.11911,32.38916,32.4985,32.34195,32.24817,32.255,32.20447
0.531236887,-6.784,-3.656,31.71933,32.10529,32.37579,32.49463,32.33865,32.24811,32.2554,32.20923
0.606988907,-6.749,-3.644,31.68634,32.08362,32.36285,32.48636,32.3338,32.24677,32.25784,32.21313
0.681740999,-6.726,-3.627,31.66901,32.06726,32.35583,32.4783,32.33139,32.24759,32.25827,32.21594
0.758486032,-6.688,-3.611,31.63797,32.04385,32.33646,32.4707,32.32745,32.2485,32.25977,32.21573
0.834242821,-6.66,-3.593,31.61658,32.03015,32.3262,32.46432,32.32498,32.24689,32.26099,32.21826
0.910991907,-6.618,-3.576,31.58817,32.00967,32.31201,32.45239,32.31946,32.24585,32.263,32.22208
0.986740828,-6.588,-3.557,31.56812,31.99353,32.30161,32.4469,32.31598,32.24567,32.2644,32.22366
1.063485861,-6.542,-3.537,31.53629,31.97009,32.28641,32.43832,32.31195,32.24332,32.26453,32.22598
1.137240887,-6.51,-3.516,31.51755,31.95441,32.2778,32.43063,32.30878,32.24255,32.26462,32.22824
1.214982986,-6.46,-3.496,31.48911,31.93265,32.2597,32.41949,32.3038,32.24255,32.26709,32.22958
1.289736032,-6.425,-3.471,31.47076,31.91815,32.25055,32.41296,32.30011,32.24161,32.26767,32.23083
1.366480827,-6.371,-3.451,31.43878,31.8952,32.23688,32.4025,32.29449,32.23828,32.26883,32.23541
1.44123292,-6.334,-3.425,31.42163,31.8804,32.22479,32.39682,32.28998,32.23886,32.26871,32.23782
1.518569946,-6.275,-3.401,31.39102,31.85629,32.20786,32.38571,32.28674,32.23593,32.26974,32.23596
1.593322992,-6.235,-3.373,31.37146,31.84161,32.19675,32.37744,32.28265,32.23486,32.26883,32.23969
1.670068026,-6.173,-3.349,31.34341,31.82065,32.18121,32.36584,32.27658,32.23358,32.27124,32.23999
1.74481988,-6.131,-3.319,31.32593,31.80515,32.17145,32.35788,32.27274,32.23206,32.26947,32.24179
1.821564913,-6.065,-3.29,31.29379,31.78183,32.15515,32.34946,32.26703,32.22861,32.26984,32.24313
1.89643383,-6.02,-3.259,31.27438,31.76736,32.14456,32.34247,32.26285,32.22577,32.26926,32.24454
1.973178864,-5.951,-3.231,31.24911,31.74512,32.12656,32.33008,32.25705,32.2261,32.26984,32.24396
2.048928022,-5.904,-3.198,31.22925,31.72922,32.11621,32.32312,32.25287,32.22418,32.26971,32.24506
2.124675989,-5.832,-3.167,31.20087,31.70694,32.10159,32.31119,32.2446,32.21838,32.26904,32.24857
2.199431896,-5.782,-3.132,31.18185,31.6926,32.08987,32.30276,32.24127,32.21851,32.26913,32.24744
2.277173996,-5.705,-3.102,31.15384,31.66907,32.0722,32.29248,32.23593,32.21512,32.26736,32.24332
2.35192585,-5.653,-3.066,31.13849,31.65378,32.06097,32.28503,32.23193,32.21301,32.26755,32.2489
2.428671837,-5.573,-3.033,31.10974,31.63303,32.04523,32.27167,32.22406,32.21042,32.26761,32.24902
